image_id,year,month,day,final_date,stage,texts
000853,2026,09,24,2026-09-24,s1,LT | 味26.09.24
000854,2026,09,04,2026-09-04,s1,식품안전관리인증 HACCP 마크란? | HACCP | 식약처에서 위생적이고 안전하다고 | 인증한 식품에만 표기하는 마크입니다 | 801117282301 | 소비 부터 | 기한 2025.11.05/15:11 까지 | 2026.09.04/A-1
000855,2026,08,25,2026-08-25,s1,GEMEL | snaa | 25082026A1 25 08 2025 25 El | HICKEN | AVOUR
000856,2026,06,03,2026-06-03,s1,"경기도 평택싱언웃 | 판매원:매일유업(주)경기도 | 2유,대두 함유 평택시 진위면 진위서로 63 | ：1588-1539 | ·반품 및 교환:구입처 및 수입원 | (밀가루,니코틴 본 제품은 공정거래위원회 고시에 | 염,비타민B2,엽 의거 교환 또는 보상 | 가추출분말,효모. 받을 수 있습니다 | 텐),보리(글루텐) ·부정·불량식품 플라스틱 | 를 사용한 제품과 신고는 국번없이 | 하고 있습니다. 1399 PP | 52g267kcal 원산지:캐나다 개봉필름:알루미늄 | 空量33.5g10% | 13.1g 24% 03062026 | 4.7g31% L234K07---83 15:37 | 3.8g 7% | (%)2.000kcal | 량에 따라 다를 수 있습니다. | ·소비기한(일-월-년 순 까지) | ·냉장보관을 하지 마시고, | 80005 건조하고 서늘한 곳에 보관"
000857,2025,01,28,2025-01-28,s1,"ACETO BALSAMICO | DIMODENAIG | Certificato da Organismo | 식품위생법에 의한 한글표시 | ·제품명:모데나발사믹식초 | 14 | Giuseppe Cremonini VFoschie | Modena, tly)·유동기한:제품 뒷면하단 별도 | （）250m | ：6%75.99% | （100%）23%（100%） | 1%0.01% | 무수아황산함유 | ·원산지:이탈리아 | ·용기재질:유리 | ·뚜껑내부:폴리에틸렌 | ·뚜껑외부:알미늄반품교환장소:구입처 및 판매처 | 초산균이 자연적으로 명어리져생긴 마더오브비니거로 | 걸러내서서섭취하시면 됩니다.본제품은 소비자 피해 | 보상규정에 의거 교환 및 보상을 받을 수 있습니다. | 본 제품은 이태리에서 포장까지 마친 원제품으로 | 2025/01/28 | 산도:6% 유리 | 250ml | 8007150901968"
000858,2021,10,NONE,2021-10-NONE,clahe,9 | 2021/10 | Ro1 88 | 0 7:00
000859,NONE,NONE,NONE,NONE,fail,2상 2상 1298 | 09ecrl 1398 | CRT4 | PZ | 0 | 2 ·R84 3 0 | 6 7 8 9 | 0
000860,2022,07,23,2022-07-23,s2,sgararang Bupo | Hnmase -COI | Ea Aose It.Jar.B.ane | hestour dam and sunigts Store in aoyour-fe pao/Corsener daes unendrt tetr de la chalaur | cantains lard andits dervaves /Aucun de nos poduits ne cantient pes ar saindour ou dadifs/ | 0227472840-01001641646-01005400549 | Tavsiye edlan tiketim tanhi(TEt)ve partinumarasi ambalajn izenindedir. | e.Tuciye Best before date see on the package | isletmeKayitNo:TR-41-K-001282 Parti Sen No Batch No | Cesit No/ Sote-Nr Ner Agritk /Netto Gewicht Product Date / Best Before Uretim Tarihi/TETT | 0g Ref No/ Kind No HOMDD H BAB Soort nummer Pards Net Ner Weighr tayas | babgmbos No/ Namero de Articulo Temo / Netto gewicht | (03 VRSTA BR Nr Speciment ulgo fembs / Peso Neto GIDA SAN Ve TIC.AS | 29 AOIB NETO TEZINA.Grcutaten Od/Yyroboe/Prolivodac LOT:233 | 9 Kadapd Bapos  Cobze Organlze Sanay. han Dede Cd 0 ak No2 BEST BEFORE | Oebz8 /KOcaall/TURKEY 23.07.2022 | TO52620466713(POX) | FaX-0.2626410680-90 | kg www.layas. com tr | 690997 156297 2000)70.550z | BOXNO:B056291 | numh.nnboaaahawysiby
000861,2022,07,23,2022-07-23,s2,"ar SesNo Bach | Pradust Dale Best Betoeu | tayas | LOT:232 | BEST EEFORE | s2kg 23,07.2022 | 8690997156297 BOYMOB05629 (2000)70.55OZ | mumf.mpb)oa.aafw ysiy"
000862,NONE,NONE,NONE,NONE,fail,9 | Aoorsocaner  prseronoo ant k Aconsommer de préférence avant le / A consommer de préférence avant le/ Aconsommer de préférence avant le / 당9라L :1au spiod | Best before / E Best before/ Best before / A consommer de préférence avant le / FR FR FR FR | Corts. pirerxe koo te s tes 08l Consumir preferentemente antes del/ Consumir preferentemente antes del/ Consumir preferentemente antes del/ Best before / 35-239-001 35-239-001 35-239-001 35-239-001) | Aooem de pretainxe ankoodr A consumir de preferéncia antes de : A consumir de preferéncia antes de : A consumir de preferéncia antes de : Consumir preferentemente antes del/ 김루음류마:필류 CE CE CE 35-239-001 FR | 30 PE0P PROD PECP EXP EXP ExP aa:10.2L-. PR0n a9.10.2939 19 S:18:8809 A consumir de preferéncia antes de : #线：18:859 编线:18:8889 :18:로 :ap sajue ejouajajaud ap junsuoo y CE | 89 UN) PROD EXP 필로 18:믿므로 /ajjag isaa /ep sajue ajueuajuajajald junsuo | MEAE /ep sejue ajua NUN Polds ner Aconsumir de preferéncia antes de : Poids net: 125g Poids net; 125 g Best before / 125g /a juene aouajajaid ap jauuosuooy 80 32280201481846 | /이 juene gouaijaid ap jauuosuooy :18:8889 Poids net: 125g 9 802 1844 | /ajojag 1sag | jaud junsuo Aconsommer de préférence avant le/ | Best before/ FR | Raca Consumir preferentemente antes del/ 35-239-001 | 280201481846 % 0 A consumir de preferéncia antes de: CE | PROC EXP 블:18:로Y | Poids net : 125g 22802011481846
000863,2018,NONE,10,2018-NONE-10,up2x,08 | Acorsommer de prtrence avant te/ | Best before/ FR | Consumir preferentemente artes del/ 35-239-001 | A cons.mir de preferéncia antes de CE | PROC EXP .18.81 .10.2020 | Poids net: 125g 32280261281848
000864,2023,03,04,2023-03-04,s1,TION FACTS/NAHRWERTKENNZEICHNUNG | serving/ Nahrwerte pro | oes frmt/ Brenert aus fett | a Ve nsT | TaF:t/fet | Stre t/d esitige etsuen | 259 | as iat/ davon ungesttigte fettsiuren 139 | holesterol/Cholesterin | Sodium/ Natrium | Total Carbohydrate/Kohlenhydrate: | DitaFer/D Baltfe: 99 366 | Sugar/Davon Zucker: | Gadm/kalim:109 mg11%loe Esen 3mg17% | Enerjive Besin ogeler Tablosu 100o | Ererji(Kal-K) | Dale Limile deconsomlio | Tenminste HOdr TO SonTkem Tmi | •Best before •Mindesters Holbar Bis | BESTBEFORE:04/03/2023 | BATCH:3751 | 690777125215 | Netto Gewicht-Net Agrlik | Net Weight-Poids Net | Nettonkt-L | e400g
000865,2021,09,25,2021-09-25,det5,DELI FOODS 36- | 0 -/ | 1.8% | 25.09.2021 | 마크사워크림
000866,2021,09,25,2021-09-25,s1,-44y | 3 | 25.09.2021
000867,2020,02,07,2020-02-07,clahe,TEGOGold E 8 PRD P DATE DATE Nal nc 9 10 7 2 20 0 21 20 | ATOHA COOKIES ATCH NO 1 Y 20 BY
000868,2021,08,18,2021-08-18,fail,EGO | EF sAoos V1 | 7EE Iuu 1 moosa 9 | UmT | 3X7 1o/ | -00 | 9 | 100 비 E NUTUS- NON 1FEF 1FEF E 1방성 | 전 | omm | -CTUN 또g | 0 NWU 0 | D10 | EXE | EGO EGO EGOGold EGOGold EGOGold EGOGold rolld 2829 TCH TCH FcA BATE % % ILNAU:LNT B88 초코 21 08 18 4ua | IA COOKIES LA OOOKIES HA COOKIES ACOOKIES ACOOKIES 초코림 M의 주-리다 | ※조 | EGOGold BSP F TC H B BAT AT H wwo CVUCUS- 10IN 0 G | IA COOKIES
000869,2021,09,15,2021-09-15,s1,"코트리플샌드 영양정보 200 | 제조선에서 제조하고 있습니다. 100gg520kca | 곳에보 15-09-2021 号230mg12%伞数62g19%43g | 소비자분쟁히결 01:10 27g50%0.3g16107 | 을수있습니다. 000000848327 爱量15mg5%7g13% | 구입처 0I1399 트레이:PP No Brand는 이마트의 상표입니다 2 | 우유,내두,밀,계단,아황산류 함유"
000870,2021,10,15,2021-10-15,s1,정보10g 기준치에 대한 비을 1일 영양성분 100g 기준치에 대한 비율 1일영양성분 EXP | 210mg11%30g5 56% 15.10.2021 6B | 53g16%0.5g AME44A 13:28 | 내용량 당류25g 25%9 | 75g | 100g 量5mg2%12g 22% | 에은2으로의의량에다대를수있습다.
000871,2021,10,15,2021-10-15,s1,0g8 EXP | 三量210mg11%030g 15.10.2021 68 | 子时量53g 16% 트랜스지방0.5 AME44A 13:28 | 내용량 25g25%鲜9g | 75g | 00g당 国动明量5mg2%智12g
000872,2021,02,26,2021-02-26,s1,HESIMH AANVZZON QEDITS | BestByFEB/26/21 10:48NDL2A
000873,2021,08,26,2021-08-26,s1,BELGIOIOS HEHAH AOMRZZEET QEDITS | BestBy FE8/26/21 10:48NDL.2A
000874,2020,06,22,2020-06-22,rot270,"PRODUCT OFTHE USA %E DE2 BIY 90mg30% %1DC | sfae sbuauas IL nogy 6ujAJas/lunouy %지 %8 Bujalas/unouy A0 % 60 Jg 10% papunja ag m auou nok um paysges gagajduco jou ay,noku 3anpoud amjeubis puepury su ATVSA1OHM OOLSO0 8Q3inBHisI NOIUVHODHOJ | Jaujejuos jad azjs bujaIas B0 1SuBll 'Saw스zNa'TvS 'hw S.Ivog 0azidnALsvd dadnLinS :SuNaiudgN %t 6g uajod %0 s보bns pappy do 1ou VSn WOOOOISOJMWM | Gujaas jJad MIW :SMIMINOS 크V브크이브크8 d크크 Londodd Vsn3 | 200622"
000875,2021,08,01,2021-08-01,rot270, DE2 8 含日器90mg30% 있수 mg | Bugauas/yunoury 량 buguasgunouy A0% 6>당이타이% A0% pges leaguc go anoka pepungai g aw fouou mok panpoud amgeulis purury 되 8 0aLnBBLSIO NOLLYAOdHOS | SYSBg sbuuas 1 Inogy 9 리이 %8 Dus j이syo Bg uan % 60Jg 0j> sJBinS J피이  Spns pappy 0 3자 8292-121-08-1 LSO WOCOOLSOOMWM | (내8z)z0 zis buuas buo8 unpos SAWUN TvS NW S.IMOS G3ZBMALSY G3HNLIN SUNSIUdMl 3V 크 d크a | NIW :SHMINOO 크8이크림LS3B Jongodd VSN 3HLdO
000876,2021,07,01,2021-07-01,s1,"19:27 | 2021.07.01 | 까지 | 피크닉,사과"
000877,2023,04,03,2023-04-03,up2x,sera | BEST BEFORE:03/04/23 | BATUH:0946/1/3 | SADE | HELVA SUBE SESAMPASTE | TRADITIONAL HELVA | Nettogewicht: Netwt.:12.3oz- .350ge
000878,NONE,NONE,NONE,NONE,fail,3UpaOCcgun | VATAH TVNOLLIQVAL VATAH | HELVA SADE BEFORER BJas Sera Sera Sera Sera Sera Sera IOVS 5240450:300/3日1533 HOL보터 VATAH TVNOLLIQVAL | TRADITIONAL HELVA SUBE SESAMPASTE BATCHF094613 BATCHF094613 BEST BEFORBUTO BEST BEFORBUTO 109467173 BIas Sera IOVS VATAH | SADE SADE SADE SADE SADE SADE 1E0 Sera | HELVA HELVA HELVA HELVA HELVA HELVA SOBE SESAMPASTE SOBE SESAMPASTE SOBE SESAMPASTE SOBE SESAMPASTE SUBE SESAMPASTE TRADITIONAL HELVA TRADITIONAL HELVA TRADITIONAL HELVA TRADITIONAL HEIVA TRADITIONAL HELVA | Nettogewichte: Netogowiche Netogewichr: Netogewichr: Nerwt:123at New:123ar New:123ar Nerw:1230z- 350ge 350e 350.e 350.e 350.e | BEST BEFORE:OE/O4/2S | BATCHF0946V13 | SADE | HELVA SUBE SESAMPASTE TRADITIONAL HELVA | Nonogmwkh: Notwt:123ot 350.e
000879,2021,05,11,2021-05-11,s1,"CHEE DIP | 품위생법에의한한글표시사항 영양정보 | 초엔 답 치즈(치즈8% 함유) NACHO CHIPS CHILI FLAVOR | 回2.400mg EL SABOR MEXICAN FOODS S.A | 23% KOKKINIA, INOFITA VIOTIA | PC32011,GREECE | 147-31 X1300 Tel:+30 2262031020 +30 22620 31188 Cheesep:Wat,vetbil(eedolconuto | 至85g90g1,155kcal 트랜스지방0 | 포화지방14g Fax: +30 2262031695 | 콜레스테를Omg Web site: www.elsabor.gr | 단백질10g | place. Best before seeon padkage. | TOTAL NET WEIGHT: | 175ge | PROD.DATE:15/07/2020 | EXP. OFTE:11/05/2021 | 0720W177 5120217510198311"
000880,2021,05,11,2021-05-11,s1,영양정보 |    | Emat nogetabery | NACHO N' DIP | 175ge | PRO0.DATE:15/07/2020 | EXP.DRTE:11/05/2021 | LOT0720W177 5120217510198310
000881,2021,06,08,2021-06-08,s1,2021.06.08 | 유통기한 15:3110 | 개봉 후 반드시 냉장보관 하시고 빨리 드시기 | 바랍니다
000882,2021,06,08,2021-06-08,s1,유통기한 202106.08 | 15:31A10 | 0-10℃空 개봉 후 반드시 냉장보관 하시고 벌리 드시기
000883,NONE,07,03,NONE-07-03,det5,생산일자 2021.01.04 | 유통기한 2821.7.03 까지 801150300451
000884,2021,07,03,2021-07-03,up2x,고강출 꿀골 금 유는 | 생산일자 2021.01.04 | 유통기한 2021.07.03 까지 8801150300451
000885,2038,01,20,2038-01-20,rot90,로견보회보보방보보 | 0 | 8804433 우러가있습니다.그러므로개봉후에는가급적빨리 드십시오. 주의사항 | 량리 1001 L | 유통기한 HACCP |  관시는 874297.09 SSG.COM | 200138 까지
000886,NONE,07,09,NONE-07-09,rot90,리! 3리드로7장분 추배는 기골식 별리.드십시오 | 87429 유통기한 | 까지 07.09 SSG.COM
000887,2029,02,01,2029-02-01,hires,"Contains Sachet Seas Seasoning Powder, Seasoning Oi, Sweet Soy | Sauce, Chili Powder, Fried Shallot | 1 02 29 | At Noodles | eng | 9Spi | reng Pedas | toes Insnlonées | STIR FRY NOODLES HALAL"
000888,2021,12,NONE,2021-12-NONE,s1,"Seasoning Powder Seasoning Oi, Sweet Soy | wkmie Sauce. Chi Powder, Fid Shallot | BEFORE 2021 12 | KRA152 | tNoodles | eng | 9 Spicy"
000889,2021,05,27,2021-05-27,s2,"STMOA | BEST BV MAY 27 2021 | ""100Juice | Dlke 트로피칼 | Tropical | FRUIT BOWLS@"
000890,2021,04,05,2021-04-05,s1,"10:56 | 2021.04,05 | 까지 | 흔들어드세요 | 허쉬초콜릿드링크"
000891,2021,04,05,2021-04-05,s1,"10:56 | 2021,04.05 | 까지 | 흔들어 드세로"
000892,2022,02,07,2022-02-07,s1,SuperMoist. | Betty | Crocker Chocolate | 07FEB2022 PV 07:172
000893,2022,02,07,2022-02-07,s1,Bettly SuperMoist. | Crocker | 07FEB2022 PV 07172
000894,2021,06,02,2021-06-02,s1,23145 | 2021.06.02 | 까지 | 피크닉청포도
000895,2021,06,02,2021-06-02,s1,23:45 | 2021.06.02 | 까지 | 피크닉청포도
000896,2023,02,15,2023-02-15,s1,AKBAR | FOR THE PERFECT CUP | Pour freshly boiled water and allow to | Can be drunk either hot or cold. Store in a cool dry place | Packing Date / Date d'emballage | KacairaH yaks/ara ynakyBaHHs YnaxoBamy llpi-JIanmi | Expiry Date / Date d'expiration | Verbrauchsdatum / Tazen ao 2023/02/15 | CakTay Mep3isi/TepMin 3éepiraHHs Akbar Brothers (Pvt) Ltd | 334JayMawathom0an | 100×1.25g
000897,2025,05,19,2025-05-19,s2,"Certificato da Organismo di | controllo autorizzato dal Mipaaf. | 식품위생법에의한한글표시사항 | ·제품명:모데나 발사믹식초·식품의 유형 | 발효식초·수입·판매원:서영이앤티(주)서울 | 14cet | GpCrmninViahieo1142pm | Modena, Italy)·유통기한:제품 뒷면 하단별 | 250 | 6%5.99 | （100%）23%（100% | 1%0.01% | 무수아황산 함유 | ·원산지:이탈리아 | ·용기재질:유리 | 뚜껑내부: 폴리에틸렌 | ·뚜껑외부:알미능반품교환장소:구입처 및 판매 | 080-584-5151 | 들지 않는 건냉한 곳에 보관·식초에서 발견되는 입자는 | 초산균이자연적으로덩어리져생긴 마더오브비니거로 | 인체에 무해하며 있는 그대로 드시거나 필터 등으로 | 걸러내셔서섭취하시면 됩니다.본 제품은 소비자 피해 | 보상규정에의거 교환 및 보상을 받을 수 있습니다 | 본 제품은 이태리에서 포장까지 마친 원제품으로 | 직수입됩니다 | 올리타리아 홈페이지 www.olitaliakorea.kr | Best before: | BEST BEFORE | 2025/05/19 | 산도:6% 유리 | 250ml 뚜껑외부:알미늄 뚜껑내부: HDPE | 8007150901968"
000898,2025,05,19,2025-05-19,s2,"Certificato | controllo autorizzato | 식품위생법에의한한글표시사항 | ·제품명:모데나 발사먹식초·식품의 유일 | 발효식초 수입·판매원:서영이앤티(주)1서울 | 五：营）8：2500 | 人：6%8品盟：21275.90 | （100%）23%（100% | 1%，早（）001% | 무수아황산 함유 | ·원산지:이탈리아 | ·용기재질:유리 | ·껑내부:물리에틸랜 | 정외부:알미 반교환장소:구입처일만 | 들지 않는 건생한 곳에 보관 -식초에서 발견되는 입자는 | 초산교이 자연적로영어리져 생긴 마디오비니거로 | 인체에 무해하며, 있는 그대로 드시거나 필터 등으로 | 걸러내서서섭휘하시면 됩니다.본 제용은 소비자피해 | 보상 규정에 의거 교한 및 보상을 받을 수 있습니다. | 1399 |   | 직수입입니다. | 물리타리아 페이지 www,olitaliakorea.kr | Best before: | BESTBEFORE | 2025/05/19 | 산도:6% 유리 | 250ml | 8 0071501901968"
000899,2022,09,02,2022-09-02,s1,"CAPPUCCINO 영양정보 100g395kcal | Candies | EXP.DATE:2022.09.02 | ※개봉 후빠른 시일내에도시기바랍니다 | ※패키지의사진이나일스트는이미지오나 | ※간혹 작은캔디나 빈능지가 나올수있으다 | -제품 중량에는 차이가 없습니다. | ※건강밸런스를생각하여,한번에많은 양의 | 섭취를삼가시기 바랍니다."
000900,2022,09,02,2022-09-02,s2,CAPPUCCINO 영양정보 395kcal | Candies 10oyu | 5% 사방 0g 0 | 30 랜스지방0 | 88 0g | 0 단배질10 | EXP.DATE:2022.09.02 | MCA에 APM니C | 페기자에 사진이나 일스는 이미지  | 간록 적을 괜디나 변시가 나용 | -제용 중할에는 차이가 없습니다 | 설취를 함가사기 바랍니다.
000901,2021,11,01,2021-11-01,s1,l  | 응능 | EZ | S/ | DD/MM/YYYY | zechowywac w consmeiinte :/Nispozy 68 01/11/2021 paquets/Confine 10 ambalaje/Zawiera | Inomi suhom przed:/Najboji potrjebii do:/ Nairaje uporabno 10pakwanSad1aktasebj | peernc aes de: n dnn L2102731 Contem10embalagens/neptx10 | 10
000902,2021,11,01,2021-11-01,s1,EIH | DD/MMY | 01/11/2021 | L2102731
000903,2021,08,31,2021-08-31,s1,MISUPA | MiSU | 31-08-2021 | L2024403-234 | merba | DOUBLE | CHOCOLATE | COOKIES | with delicious Dark and | Milk Chocolate Chunks
000904,2021,08,31,2021-08-31,det5,"M:SURLA | MSL | 31-08-2021 | 22024403-234 | merla | EDITION | 9 | DOUBLE | CHOCOLATE | COOKIES | witR delicious Dakand | M.8R,O,Becolate Bunks"
000905,2022,01,NONE,2022-01-NONE,s1,"제품명 초코크레커 비스킨 |원산지 인도네시아 | 식품 | 포장재질 폴리프로필렌 유통기한 제품의 별도표기된 해당 | UBM EXP:01.2022 밀가루(밀),설랑(보존료 무수아황산 함유),팜유경 | BP.1.5102 원제료명 능성 포도당(보존료 무수아황산 함유),탄산수소암모눔,탄산수 | 밀우유 때두 아신류 함유 | 01399T | 보관방법직사광선을 피하고 건냉한 곳에 보관반품 및 | 본제품은공정거래위원회고시소비자분쟁해결기준에의거 교환"
000906,2022,01,NONE,2022-01-NONE,s1,  E | UBM EXP:01.2022 일가루일 보존로 우수행산 위 | BP.1.5102 | 은   
000907,2022,01,NONE,2022-01-NONE,s1,"UBM 35g（650kca | EXP:01.2022 밀가루릴,경화팜유산화방재째 부달하드록시아니솔 함위 | BP.1.2072 원자료명"
000908,2022,01,NONE,2022-01-NONE,s1,raypvo | UBM | EXP:01.2022 | BP.1.2072 | 'N
000909,2021,09,20,2021-09-20,s1,초면바 | 소자 에 | 8066001428758 | 20-09-2021
000910,2021,09,20,2021-09-20,s1,00001428758 | 20-09-2021
000911,2022,05,05,2022-05-05,s1,"Nestle | Nesguik 초플릿맛 | 균형잡한 | 영양섭취 | 상기 그림은 연을 된 화면임 | 네스틱을 맛있게 로서 | 만드는 방법 넣은후저어주요 | 영양정보 25g51k (（13.5gx | 우리 제품한 | 300mg 15 우유 | 829 아연  | 트랜스지방 08 09 Nestie. 비아민 DS가 어 않 | 19.3mg161% 유익한식 | 14%103mg103% 교형잡영양섭취를 합수 있도록 네스워맛은 성장 아이들이 | 02mg17%15mg125% | 157915%11911 | 네슬레에게 이야기 하세요 |  에 라 다를 수 있습니다. 20010 | 식품유형기타 코아가공품 원료명비타D,비타인B | /99 주리타 아베누,아라스(ZLRTABNUE ARARAS,BRA) | 대두 함유 | 통기한밑에 표시된일자까지 4장 폴리에탈런수지 | 유5기한 | 2022.05.05 | 0300365707:54 | CHER"
000912,2022,05,05,2022-05-05,s2,Nestl인 | esguit | 안도는 방법 9 베스 9 | OR es | 영양정보  51 od Lite | tie  O  | 유익한 식 | 51 | L에게 이O기 R |   | RAANE  DI L | / |   | 2022.05. O5 | 03003657 07154 | IER
000913,2021,10,19,2021-10-19,det5,"DHA분말 0.36 % | 310ug 요구르트 혼합분말 6.74% | 36g[190kcal,6 g(27H)×6) | NG | 스 아이밀 | 남남 818011571550545 | DHA워하스 유통기한 | 요구르트 2021.10.19 까지"
000914,2021,07,21,2021-07-21,s1,"26,000 | MOTHER | 일부터 2021.07.21 | 월까지 ：10:3002088 | amm | MOTHER | 엄마로태어나다 | 아이엠마더"
000915,2021,07,01,2021-07-01,s2,26.000 | MOTHER | 2021 07 1 | 유통기한: 10:30 02088 | MOTHER | SAOMOLC | 아이엠마더
000916,2022,06,06,2022-06-06,s1,"식의유일반식(기타가) | 원재료명 | 권장섭취량 | 및섭취방법 | 섭취시 | 주의사항 | 보관방법 | 내포장재질 고객상담실 | 구입처및고객상담실 연구및개발원 | (주)함소아제약 | 유통전문 서울특별시 강남구 도산대로 제조원 | 판매원 | 663127-16 | 영양정보 100g（10g10） | 1（10g）10kcal | 1.5hag 0% 15 mg 총내용량당 1% 환 또는 보상받을 수 있습니다. | 나트륨 탄수화물 29 1% 20g 6% 땅콩,밀,고등어,게,새우,돼지기 ※본 제품은 알류(가금류),메밀 | 당류 2g 2% 20g 20% 복승아, 토마토, 아황산류,호두 | 지방 0g 0% 0g 0% 고기,쇠고기,오징어, 조개류 | 트랜스지방 0g 0g 전복,홍합 포함),잣 등을 원자료로 | 포화지방 0g )% 0g 0% 사용한 제품과 같은 제조시설에서 | 콜러스테롤 0mg 0% 0mg 0% 제조되었습니다.※부정·불량식품 | 단백질 0g 0% 0g 0% | 비E인C 1.7mg 2% 17mg 17% www.hamsoamall.com www.hamsoapharm.com | 비E민B1 0.078mg 7% 0.78mg 65% | 비타민B2 0.099mg 7% 0.99mg 71% | SE'2B6 0.081mg 5% 0.81mg 54% | 8180922612049351 | 2022.06.06B"
000917,2022,06,06,2022-06-06,s1,"원 16号/13-16 서시남구도산대로 | 舌8%100g（10g*10至） | 영양정보 | 서부 기준치에 대한 바을 총 내용량 당 | 1포당 제은 일(가), | 29 1% | 당 29 2% | 0% 전복,합포함),장을원 | 트팬스지방 0g 사용한제과갈은제조시 | 지방 0% 0% 1399 제조되었습니다.※부정·불정식 | ~% 0% www.hamsoamall.com | 1.7ma 2% 17 mg 17% | F!B1 0.07gmg 7% 0.78mg 65 % | 비타민B> 0.099mg 7% 0.99mg | diF:2B6 | 2022.06.06"
000918,2021,09,17,2021-09-17,s2,②모양만들기 | 잘녹은 ①을 티스푼 등을 | 이용하여 몰드에 채운다. | Tip 입회용말주머니를이용하여 | 돌드에 당으면 깔끔하게 차을 수 있어요 | 귀여운동물모양의 | 쁘피 초콜릿 ③굳히기 | 서늘한곳 혹은 냉장고약10분에서 | 귀여우면서도다양한 모양과 초클릿을군한다 | 크기의동물얼굴초콜릿을 Tip 초클릿이군기 전에몸드를바닥에치면 | 화이트핑크엘로우3가지색상으로 표먼이 매끄러운 초골릿을만들 수 있어요 | 간단하고 쉽게 만들 수 있는 | DIY제품이에요 | 활용도가높은다크초코펜이 ④장식하기 | 들어 있어 다양한 모양의 따뜻한 물에중당하여 녹인 초코펜으로 | 나만의 초골릿을만들수 있어요! 다양하게장식하여 완성한다. | Tip 다양한 모양과 색상으로 꾸민 초콜릿을 | CR코드를 통하여 확인하세요 | APPLICATION WRAPPING TIP | 응용예 응용예 응용예 | 귀여운동물들의표정을 동그라미와하트초콜릿을 푸드데코펜을이용해 띠초콜릿을초코덴을 | 초코펜을이용하여 이용하여 귀여운인형을 메시지를쓰고케이크나머핀 이용하여 롤리랍스틱과 앞뒤로 | 다양하게 표현해보세요 만들 수 있어요 위에 올려 장식해보세요 붙이고 예쁘게 포장해보세요 | Bread 유통기한 202109.17 FCM003 | Cardens 8809409690124
000919,2022,03,11,2022-03-11,s1,"3.150 시고기 | 국산 대파를 사용하여동정건조한 | 800 리얼슬라이스 생생대파 해표 | 다시다 | °해표리얼슬라이스 생생대과 특징 °해표리얼습라어수생과 사용방법 | 국, 탕, 피개,불용슬라이스 대파가 | 필요한 모든 요리에 가능 | 믿을수있는 높은품질의국산 농산을 한스의을 대가 | 동결거조공법으로 고유의맛과항을유지 복원되면 요리에 어주세요 | 18:월은보관으로간면  탕,찌개용 | 해먹여형,캠핑등·백게구대가능 8,개+ | 제품명 해표리얼슬라이스생생대 식품유형과·채가공품 | 내용량 유통기한후면 하단표기일까지 | 포장재질 吾号堂卫划室 2017052530116 | 원재료명 까대파97%(국산),올리고당 | 보관방법 | 제조원 | 주의하시기바랍니다.동결건조 제품은 습기에 약하므로개봉 | 후에는가급적빨리사용하시고,장기 보관시잘밀봉하여냉 | 1399：080-900-6133（） 장·냉동보관하여주십시오.부정· 불량식품신고는국번없이 사조 | ·반품 및 교환장소:구입처 및 고객상담실·dr.sajo.co.kr | 2022.03.11"
000920,2022,03,11,2022-03-11,s1,3.150 | 생생대파 | 2弄：080-900-6133（个享） | 2022.03.11
000921,2022,02,26,2022-02-26,det5,D | 쌀가루40% | EXP:2022-0226 AU
000922,2022,02,26,2022-02-26,s1,RUGE | PAPEP | 쌀가루40% | EXP12022/02/26AU | 라이스페이피
000923,NONE,02,01,NONE-02-01,s1,02.01.20:49.N0 | 천안신 | 유통기한 까지 | GT | 아인슈타인 | 100%/1A | 두뇌구성성분DHA | 머리가 마시는 우유! | 아인슈타인
000924,NONE,02,02,NONE-02-02,s1,2입 | 02.02.18:17.M0 | 천안신 | 유통기한 까지 | 남양 | 맛있는 우유GT 100%1号司！ | 우유 | 맛있는 | 우유 | GT | 대한민국최고등급!
000925,NONE,02,02,NONE-02-02,s1,2임 | 02.02.18:17.M0 | 맛있는 우유GT 100%1号司！ | 우유 | 앗있는 | 후유 | GT | 대한민국 최고등급!
000926,2021,06,10,2021-06-10,s1,2021.06.10 H | 일 맹 연유 71521元500g | 1452克0.01%/） 일까지·병법실 유유-유통기한:용기상단표기 | OTHER
000927,2021,08,23,2021-08-23,s1,"허니머스타드 | 닭가슴살샐러드, 소시지 김요리에 잘 어울립니다 | 식품유형 소스 | 晋号至卫州堂200104450534 | 원로명정제수,식물성유지외국산이르 | 티니이국중국러드스터13% | 미국산시초머스터드 소글터메릭,파프리카,기타과당,설팅 | %5% | 지분이니다식,정소금난황액,오련지식이섬유 잔탄검 겨자분 | 한 곳에 보관,개봉후에는 냉장~0c보관 | 하시고 얼지않도록 주의하십시오. | 객심실0--부 | 2021.08.23 | OTHER 15:27 까지"
000928,2022,03,13,2022-03-13,s1,DE [ECCO | 식품위생법에 의한 한글표시사항 | 1001250220028 500ml | 13/03/22 L19520 | C2211:40
000929,2022,03,13,2022-03-13,s1,ut ttllo | 500ml | 13/03/22L19520 | 022
000930,2021,07,29,2021-07-29,s1,2021.07.2907 | 17198122 | 오행복출만 사랑가특일
000931,2021,07,29,2021-07-29,clahe,2021-07.2903 | 1719B122 | 행복후만 사랑가득이
000932,2021,05,26,2021-05-26,s1,2021.05.26 | 10:38F1
