image_id,year,month,day,final_date,stage,texts,raw
000833,2026,04,27,2026-04-27,s1,"인크포 20 | HS19:06 | 2026,04.27 | 흔들어 주세요!","[[""20"", 66, 53, 332], [""인크포"", 55, 111, 87], [""HS19:06"", 380, 39, 165], [""2026,04.27"", 412, 35, 170], [""흔들어 주세요!"", 544, 52, 275]]"
000834,2026,02,02,2026-02-02,s1,PEEL HERE | E 26/02/02FV | 031120:28 | schoolchoice. | 함량:부분탈지우유(우유) Low-Moist,"[[""PEEL HERE"", 344, 29, 278], [""E 26/02/02FV"", 446, 45, 277], [""031120:28"", 476, 33, 282], [""schoolchoice."", 612, 42, 272], [""함량:부분탈지우유(우유)"", 712, 144, 298], [""Low-Moist"", 740, 123, 364]]"
000835,2026,02,02,2026-02-02,s1,L800 1.700 | PEEL HERE | EXF26/02/02FV | 0311 20:28 | sohooichoice,"[[""L800"", 66, 23, 458], [""1.700"", 65, 23, 596], [""PEEL HERE"", 297, 26, 355], [""EXF26/02/02FV"", 394, 39, 352], [""0311 20:28"", 421, 38, 356], [""sohooichoice"", 554, 43, 333]]"
000836,2026,05,18,2026-05-18,s2,단백 단백 | 20g 20g | BEST BEFORE: 18.05.2026 | M1882T B 23:14:23 G1 | 66 | DN LOLLS09/ | EA | w009 | 601 | 600L | BSL | w08L 4* | H,"[[""단백"", 71, 48, 152], [""단백"", 82, 44, 42], [""20g"", 126, 32, 164], [""20g"", 134, 30, 60], [""LOLLS09/"", 519, 74, 523], [""66"", 472, 145, 30], [""DN"", 546, 34, 185], [""w009"", 638, 47, 164], [""600L"", 757, 30, 263], [""BSL"", 776, 24, 272], [""w08L"", 798, 54, 142], [""H"", 856, 26, 358], [""BEST BEFORE: 18.05.2026"", 335, 36, 158], [""M1882T B 23:14:23 G1"", 360, 45, 158], [""EA"", 582, 18, 55], [""601"", 746, 31, 86], [""4*"", 774, 18, 473]]"
000837,NONE,NONE,NONE,NONE,fail,"N'SANAZN3'TNS 3saaHSummund | NOAHAOSUN03N 3SAHE NOAH2 | 10s/gps b지 1sbucou) 3Saa  umurnd PEEL HERE ER21261K11 Nbta ret sireg a.te | Premium CHEESE | PFER 2126 EXFFER21261K1F1 EFTEB2126K11 EPEK1 EXFFER2126K1.1 1K1Y CHEDDAR CHEESE INGREDIENTS:CHEDA | SALT, ENZYNES.ANN | LEY | PEEL HERE PEEL HERE PEEL HERE PEEL HERE | CHEDDAR CHEESE CHEDDAR CHEESE CHEDDAR CHEES CHEDDAR CHEESE Premium CHEESE CHEESE Premium CHEESE Premium CHEESE Paor BONGARD BONGARD | SALT, ENZYMES. INGREDIENTS:HEDD terht sreg an.t EAFFER2126K111 EXFTEB2126K111 | PEEL HERE PEEL HERE | CHEDDAR CHEESE CHEDDAR CHEESE Premium CHEESE Premium CHEESE BONGARDS BONGARD | LAUKBLU SALT, ENZYMES,ANN SALT, ENZYMES,ANN NGREDIENTS: CHEDDA INGAREDIENTS: CHEODA (nc.0gAdedSuga,% Qand.Og Abded Sugars 0% 0% Sodum18mg.8%M,Tola Tolatg2%sag Haris.  s a  ","[[""EXFFER2126K1.1"", 438, 39, 176], [""PEEL HERE"", 597, 40, 237], [""CHEDDAR CHEESE"", 754, 191, 268], [""Premium CHEESE"", 747, 134, 353], [""PFER 2126"", 440, 33, 203], [""1K1Y"", 438, 31, 349], [""PEEL HERE"", 596, 39, 236], [""CHEDDAR CHEESE"", 753, 198, 264], [""Premium CHEESE"", 745, 138, 351], [""terht sreg an.t"", 911, 96, 396], [""SALT, ENZYMES."", 911, 72, 275], [""INGREDIENTS:HEDD"", 916, 84, 294], [""PEEL HERE"", 316, 155, 341], [""ER21261K11"", 319, 172, 505], [""N'SANAZN3'TNS"", 293, 32, 0], [""3SAHE NOAH2"", 294, 54, 109], [""NOAHAOSUN03N"", 310, 32, 0], [""1sbucou)"", 337, 30, 0], [""b지"", 354, 29, 0], [""3Saa  umurnd"", 366, 27, 149], [""10s/gps"", 374, 28, 0], [""Nbta ret sireg a.te"", 314, 17, 865], [""Premium CHEESE"", 354, 30, 679], [""INGREDIENTS:CHEDA"", 410, 32, 874], [""CHEDDAR CHEESE"", 426, 51, 660], [""SALT, ENZYNES.ANN"", 427, 32, 876], [""LEY"", 439, 8, 923], [""3saaHSummund"", 214, 137, 340], [""EFTEB2126K11"", 439, 44, 170], [""PEEL HERE"", 598, 40, 237], [""BONGARD"", 736, 258, 355], [""CHEDDAR CHEESE"", 754, 191, 266], [""Premium CHEESE"", 746, 137, 351], [""EXFTEB2126K111"", 878, 71, 347], [""PEEL HERE"", 1195, 70, 477], [""BONGARD"", 1456, 457, 725], [""CHEDDAR CHEESE"", 1510, 386, 532], [""Premium CHEESE"", 1492, 270, 703], [""Sodum18mg.8%M,Tola"", 1830, 172, 722], [""Tolatg2%sag"", 1830, 179, 761], [""NGREDIENTS: CHEDDA"", 1836, 159, 597], [""(nc.0gAdedSuga,%"", 1834, 170, 687], [""SALT, ENZYMES,ANN"", 1838, 162, 558], [""Haris. "", 1859, 82, 803], [""EAFFER2126K111"", 878, 68, 350], [""PEEL HERE"", 1195, 70, 477], [""BONGARDS"", 1480, 521, 718], [""CHEDDAR CHEESE"", 1511, 378, 538], [""Premium CHEESE"", 1492, 267, 705], [""s a  "", 1819, 172, 802], [""Qand.Og Abded Sugars 0% 0%"", 1834, 169, 690], [""SALT, ENZYMES,ANN"", 1837, 165, 558], [""INGAREDIENTS: CHEODA"", 1836, 163, 598], [""LAUKBLU"", 1880, 72, 548], [""EPEK1"", 438, 41, 171], [""EXFFER21261K1F1"", 439, 40, 170], [""PEEL HERE"", 597, 40, 237], [""CHEDDAR CHEES"", 748, 171, 271], [""Paor"", 702, 39, 356], [""CHEESE"", 774, 71, 358], [""BONGARD"", 732, 227, 363]]"
000838,NONE,NONE,NONE,NONE,fail,"3SaaHS inmund | I1NO3 | '17NS | 0%S) DE9NI PEEL HERE Premium CHEESE Sodier TotalF | 0pe) BNIE TeaId Ianc!.0 | 3saaHS inmnd (15%D | 티이 EXPFEB2126 IKT EXPFEB2126I10 EXPFEB21261K16 EXPFEB2126W16 EXPFEL2126K1 971383483 CHEDDAR CHEESE SALT, INGREE | CONTA | 971384X3 | 2트리 PEEL HERE PEEL HERE PEEL HERE HERE | 1 CHEDDAR CHEESE CHEDDAR CHEESE CHEDDAR CHEESE HEDDAR CHEES CHEDDAR CHEESE Premium CHEESE emir CHEESE ME CNEESE PONGARDS BONGARD EXPFEB2IZON1 EXPFEB21261K164 | PEEL HERE PEEL HERE | CHEDDAR CHEESE CHEDDAR CHEESE Premium CHEESE Premtium CHEESE PONGARD ONGARD","[[""EXPFEB2126I10"", 420, 35, 180], [""PEEL HERE"", 588, 31, 251], [""CHEDDAR CHEESE"", 774, 233, 279], [""EXPFEB2126W16"", 420, 41, 176], [""PEEL HERE"", 588, 29, 249], [""CHEDDAR CHEESE"", 773, 239, 274], [""1"", 708, 85, 38], [""Premium CHEESE"", 772, 168, 362], [""I1NO3"", 272, 23, 0], [""PEEL HERE"", 334, 161, 360], [""'17NS"", 291, 22, 0], [""DE9NI"", 310, 23, 0], [""0%S)"", 341, 22, 0], [""0pe)"", 362, 21, 0], [""3saaHS inmnd"", 382, 36, 105], [""티이"", 403, 20, 0], [""971383483"", 414, 251, 403], [""TotalF"", 318, 21, 934], [""Premium CHEESE"", 338, 42, 690], [""Sodier"", 338, 19, 934], [""Ianc!.0"", 360, 21, 933], [""(15%D"", 380, 23, 930], [""CHEDDAR CHEESE"", 418, 42, 660], [""INGREE"", 410, 23, 925], [""SALT,"", 430, 22, 924], [""CONTA"", 449, 22, 923], [""3SaaHS inmund"", 186, 167, 321], [""BNIE TeaId"", 372, 30, 305], [""971384X3"", 540, 34, 285], [""EXPFEB2126 IKT"", 419, 43, 179], [""2트리"", 588, 13, 260], [""HERE"", 587, 20, 337], [""BONGARD"", 760, 268, 387], [""CHEDDAR CHEESE"", 774, 236, 278], [""emir CHEESE"", 787, 134, 371], [""EXPFEB2IZON1"", 837, 70, 359], [""PEEL HERE"", 1176, 57, 504], [""CHEDDAR CHEESE"", 1548, 463, 560], [""ONGARD"", 1556, 469, 794], [""Premium CHEESE"", 1547, 328, 726], [""EXPFEB21261K164"", 838, 107, 352], [""PEEL HERE"", 1176, 54, 506], [""PONGARD"", 1514, 585, 765], [""CHEDDAR CHEESE"", 1548, 460, 563], [""Premtium CHEESE"", 1546, 329, 729], [""EXPFEL2126K1"", 418, 41, 178], [""HEDDAR CHEES"", 770, 208, 283], [""EXPFEB21261K16"", 418, 40, 178], [""PEEL HERE"", 588, 31, 251], [""CHEDDAR CHEESE"", 771, 226, 279], [""ME CNEESE"", 806, 99, 372], [""PONGARDS"", 771, 316, 381]]"
000839,2026,01,03,2026-01-03,s1,SEVEN 건강한 닭이 낳은 | 세븐잠 Farm 신선한 등급 달기 | 품질등급 증량규격 | 왕란 | 특린 세븐잠이 선정한 깨끗한 농장에서 | 등급 대란 정성들여 키운 닭이 낳은 | 소란 신선한 계란입니다. | 축산물품질평가원 | 등급판정일자: 2025.11.26 | 소비기한 2026.01.03 | 000 AAR | TOT TOT | 해척한 환경 세척 실균 검란 선별포장 | 17503 | 식품유형:시요라 O~10‘C 냉장보 | ·축산물” 통과한 신선한 계란입니다.,"[[""건강한 닭이 낳은"", 66, 55, 210], [""SEVEN"", 74, 29, 14], [""Farm"", 108, 74, 15], [""달기"", 132, 106, 591], [""등급"", 138, 94, 536], [""신선한"", 149, 123, 189], [""세븐잠"", 154, 38, 44], [""품질등급"", 243, 26, 24], [""증량규격"", 240, 26, 92], [""왕란"", 265, 22, 107], [""특린"", 286, 25, 103], [""세븐잠이 선정한 깨끗한 농장에서"", 277, 49, 210], [""등급"", 310, 25, 36], [""대란"", 309, 22, 111], [""정성들여 키운 닭이 낳은"", 317, 44, 211], [""소란"", 354, 20, 114], [""신선한 계란입니다."", 355, 44, 213], [""축산물품질평가원"", 378, 26, 37], [""2025.11.26"", 429, 46, 210], [""등급판정일자:"", 450, 60, 15], [""2026.01.03"", 482, 44, 208], [""소비기한"", 504, 51, 17], [""000"", 571, 22, 149], [""AAR"", 566, 27, 252], [""TOT"", 595, 28, 147], [""TOT"", 592, 31, 251], [""검란"", 607, 30, 367], [""세척"", 623, 26, 158], [""실균"", 620, 27, 263], [""선별포장"", 616, 27, 463], [""해척한 환경"", 626, 30, 32], [""17503"", 626, 27, 616], [""식품유형:시요라 O~10‘C 냉장보"", 743, 72, 130], [""·축산물”"", 786, 35, 192], [""통과한 신선한 계란입니다."", 786, 33, 470]]"
000840,2026,01,01,2026-01-01,s1,"옥수수 | 3 100 | 제품명 /벽돌모양 레드벨넷 케이크 | 식품유형/빵류 90g（430kcal） | 내포장재/용기:PET,포크:PS,트레이:종이 | 20210363128114 | 6 | 판매원 1333 | 제조원 원 |(취)타르트엔코/경기도 용인시 처인구 모현읍 초부로 | 132-12（TEL031-323-4177） | 소비기한 | 26.01.01 | 80924311176679 | 안안끼","[[""옥수수"", 44, 72, 546], [""3"", 100, 35, 609], [""100"", 94, 21, 692], [""제품명 /벽돌모양 레드벨넷 케이크"", 140, 44, 61], [""90g（430kcal）"", 156, 41, 272], [""식품유형/빵류"", 172, 37, 57], [""내포장재/용기:PET,포크:PS,트레이:종이"", 225, 50, 45], [""20210363128114"", 260, 49, 38], [""6"", 293, 72, 25], [""판매원"", 333, 40, 27], [""1333"", 324, 46, 106], [""제조원"", 372, 33, 27], [""원 |(취)타르트엔코/경기도 용인시 처인구 모현읍 초부로"", 362, 54, 61], [""132-12（TEL031-323-4177）"", 400, 40, 87], [""소비기한"", 471, 46, 264], [""26.01.01"", 528, 39, 254], [""80924311176679"", 565, 23, 42], [""안안끼"", 744, 31, 559]]"
000841,2025,12,22,2025-12-22,s1,145 | kcal | 이미지예 | ~10°C) 2025.12.22.F3,"[[""145"", 316, 83, 378], [""kcal"", 380, 57, 385], [""이미지예"", 467, 52, 526], [""~10°C)"", 534, 62, 3], [""2025.12.22.F3"", 573, 76, 213]]"
000842,2026,07,03,2026-07-03,s1,03-07-2026 | L260KBB-J011:09 | 소비기한(일-월-년 순 까지) | FERRERO | ROCHER,"[[""03-07-2026"", 473, 47, 221], [""L260KBB-J011:09"", 514, 43, 221], [""소비기한(일-월-년 순 까지)"", 552, 31, 226], [""FERRERO"", 633, 38, 265], [""ROCHER"", 668, 41, 264]]"
000843,2026,06,17,2026-06-17,s1,보상 받을 수 있습니다 | 영양정보 90g562kcal | 나트륨15mg 1% 탄수화물39g 12% | 당류 29g 29% 지방42g 78% | 트랜스지방0g 포화지방 22g 145% | 콜레스테롤9mg 3% 단백질79 13% | 소비기한 | (일-월-년 순 까지) | 17.06.2026 | 203K06UKC | 16:3202 | 3801121044087,"[[""보상 받을 수 있습니다"", 35, 34, 202], [""영양정보"", 134, 31, 190], [""90g562kcal"", 130, 29, 420], [""나트륨15mg"", 166, 28, 189], [""1%"", 164, 25, 388], [""탄수화물39g"", 164, 32, 435], [""12%"", 165, 30, 633], [""당류 29g"", 198, 30, 189], [""29%"", 198, 28, 371], [""지방42g"", 198, 33, 434], [""78%"", 198, 28, 629], [""트랜스지방0g"", 230, 32, 188], [""포화지방 22g"", 231, 32, 434], [""145%"", 232, 28, 618], [""콜레스테롤9mg"", 262, 32, 188], [""3%"", 264, 23, 384], [""단백질79"", 264, 27, 432], [""13%"", 266, 29, 629], [""소비기한"", 381, 32, 178], [""(일-월-년 순 까지)"", 410, 33, 180], [""17.06.2026"", 462, 30, 195], [""203K06UKC"", 484, 33, 206], [""16:3202"", 502, 37, 193], [""3801121044087"", 544, 31, 473]]"
000844,2026,07,03,2026-07-03,s1,HRRRO | ROCHER | 2-1 | 03 07 2026 | L260KBB-JO 1109 | 소비기한 (일-월-년 순 까지) | FERRERO | ROCHER,"[[""HRRRO"", 140, 26, 297], [""ROCHER"", 164, 27, 298], [""2-1"", 354, 40, 315], [""03 07 2026"", 500, 66, 198], [""L260KBB-JO 1109"", 554, 70, 195], [""소비기한 (일-월-년 순 까지)"", 604, 49, 201], [""FERRERO"", 704, 55, 243], [""ROCHER"", 748, 53, 239]]"
000845,2026,06,17,2026-06-17,s1,29g 29% 지방 | 트랜스지방 09 포화 | 콜레스테롤 9mg 3% 단백 | 소비기한 | (일-월-년 순 까지) | 17.06.2026 | L203K06UKC | 16:3202,"[[""29g"", 46, 54, 139], [""29%"", 40, 50, 507], [""지방"", 41, 56, 633], [""트랜스지방 09"", 109, 55, 139], [""포화"", 104, 51, 633], [""콜레스테롤 9mg"", 174, 52, 142], [""3%"", 170, 49, 528], [""단백"", 170, 55, 631], [""소비기한"", 416, 49, 128], [""(일-월-년 순 까지)"", 469, 52, 130], [""17.06.2026"", 574, 39, 169], [""L203K06UKC"", 616, 43, 169], [""16:3202"", 654, 54, 165]]"
000846,2026,05,28,2026-05-28,s1,16:53 28.05.2026 | OPJO4535224 | und vor Warme schutzen. | 10248428 | m수방5 | 비닐류 2Mmg단3 | ANPP 号（2000cal 기이으로 개인의 필요 열량에 따라 라를 수 있습니다.,"[[""16:53 28.05.2026"", 532, 37, 252], [""OPJO4535224"", 569, 44, 247], [""und vor Warme schutzen."", 649, 35, 223], [""10248428"", 671, 45, 1], [""m수방5"", 774, 55, 265], [""비닐류"", 782, 29, 211], [""2Mmg단3"", 797, 55, 269], [""ANPP"", 816, 37, 175], [""号（2000cal"", 820, 58, 270], [""기이으로 개인의 필요 열량에 따라 라를 수 있습니다."", 838, 58, 274]]"
000847,2026,05,28,2026-05-28,s1,1653 28.05.2026 | OPJ04535224 | und vor Wärme schützen. | 40g190kcal | 원료 110mg%111%815% | 비닐류 44g204mg% | AR전고있습니 2000ca | PP,"[[""1653 28.05.2026"", 422, 55, 131], [""OPJ04535224"", 487, 56, 123], [""und vor Wärme schützen."", 635, 45, 93], [""40g190kcal"", 806, 87, 164], [""원료"", 819, 30, 137], [""110mg%111%815%"", 849, 80, 172], [""비닐류"", 868, 42, 84], [""44g204mg%"", 889, 76, 184], [""AR전고있습니"", 892, 31, 4], [""2000ca"", 926, 72, 186], [""PP"", 931, 22, 107]]"
000848,2026,05,21,2026-05-21,clahe,21 05 2026 | 1218KBBNHX,"[[""21 05 2026"", 499, 52, 263], [""1218KBBNHX"", 544, 52, 268]]"
000849,2026,05,21,2026-05-21,s1,21 05 2026 218KBBNHX POOCEN,"[[""POOCEN"", 550, 156, 477], [""21 05 2026"", 516, 58, 226], [""218KBBNHX"", 558, 61, 228]]"
000850,2026,08,09,2026-08-09,s1,완구원산지:중국 | L286K11-6 | R13102025 | E09 08 2026 | 스코비 | 초코비,"[[""완구원산지:중국"", 260, 68, 313], [""L286K11-6"", 370, 40, 270], [""R13102025"", 410, 35, 269], [""E09 08 2026"", 446, 39, 271], [""스코비"", 582, 54, 578], [""초코비"", 724, 57, 602]]"
000851,2026,06,30,2026-06-30,s1,246K11-1 | P03092025 | E30062026,"[[""246K11-1"", 490, 62, 214], [""P03092025"", 545, 66, 169], [""E30062026"", 603, 62, 176]]"
000852,2026,08,14,2026-08-14,clahe,104446 | BBE 14.08.26,"[[""104446"", 478, 77, 264], [""BBE 14.08.26"", 548, 112, 169]]"
000853,2026,09,24,2026-09-24,s1,LT | 味26.09.24,"[[""LT"", 462, 45, 296], [""味26.09.24"", 520, 68, 277]]"
000854,2026,09,04,2026-09-04,s1,식품안전관리인증 HACCP 마크란? | HACCP | 식약처에서 위생적이고 안전하다고 | 인증한 식품에만 표기하는 마크입니다 | 801117282301 | 소비 부터 | 기한 2025.11.05/15:11 까지 | 2026.09.04/A-1,"[[""식품안전관리인증"", 102, 29, 100], [""HACCP 마크란?"", 111, 48, 208], [""HACCP"", 126, 33, 99], [""식약처에서 위생적이고 안전하다고"", 152, 35, 210], [""인증한 식품에만 표기하는 마크입니다"", 178, 33, 209], [""801117282301"", 336, 34, 112], [""소비"", 382, 40, 34], [""부터"", 384, 43, 431], [""기한"", 427, 44, 35], [""2025.11.05/15:11"", 420, 36, 136], [""까지"", 426, 39, 431], [""2026.09.04/A-1"", 456, 32, 137]]"
000855,2026,08,25,2026-08-25,s1,GEMEL | snaa | 25082026A1 25 08 2025 25 El | HICKEN | AVOUR,"[[""GEMEL"", 54, 115, 257], [""snaa"", 258, 248, 0], [""El"", 478, 223, 465], [""25 08 2025 25"", 486, 54, 178], [""25082026A1"", 533, 48, 177], [""HICKEN"", 659, 88, 0], [""AVOUR"", 715, 87, 0]]"
000856,2026,06,03,2026-06-03,s1,"경기도 평택싱언웃 | 판매원:매일유업(주)경기도 | 2유,대두 함유 평택시 진위면 진위서로 63 | ：1588-1539 | ·반품 및 교환:구입처 및 수입원 | (밀가루,니코틴 본 제품은 공정거래위원회 고시에 | 염,비타민B2,엽 의거 교환 또는 보상 | 가추출분말,효모. 받을 수 있습니다 | 텐),보리(글루텐) ·부정·불량식품 플라스틱 | 를 사용한 제품과 신고는 국번없이 | 하고 있습니다. 1399 PP | 52g267kcal 원산지:캐나다 개봉필름:알루미늄 | 空量33.5g10% | 13.1g 24% 03062026 | 4.7g31% L234K07---83 15:37 | 3.8g 7% | (%)2.000kcal | 량에 따라 다를 수 있습니다. | ·소비기한(일-월-년 순 까지) | ·냉장보관을 하지 마시고, | 80005 건조하고 서늘한 곳에 보관","[[""경기도 평택싱언웃"", 16, 35, 196], [""판매원:매일유업(주)경기도"", 40, 65, 199], [""2유,대두 함유"", 83, 63, 0], [""평택시 진위면 진위서로 63"", 80, 61, 205], [""：1588-1539"", 124, 57, 203], [""·반품 및 교환:구입처 및 수입원"", 159, 71, 203], [""(밀가루,니코틴"", 213, 50, 0], [""본 제품은 공정거래위원회 고시에"", 198, 68, 211], [""염,비타민B2,엽"", 248, 52, 0], [""의거 교환 또는 보상"", 242, 50, 219], [""가추출분말,효모."", 283, 48, 0], [""받을 수 있습니다"", 283, 50, 221], [""플라스틱"", 292, 55, 485], [""텐),보리(글루텐)"", 322, 50, 0], [""·부정·불량식품"", 322, 49, 216], [""를 사용한 제품과"", 364, 49, 0], [""신고는 국번없이"", 359, 48, 228], [""PP"", 376, 39, 507], [""하고 있습니다."", 403, 46, 0], [""1399"", 400, 36, 229], [""개봉필름:알루미늄"", 408, 39, 464], [""원산지:캐나다"", 434, 49, 229], [""52g267kcal"", 461, 55, 0], [""空量33.5g10%"", 504, 50, 0], [""03062026"", 510, 48, 273], [""13.1g"", 543, 34, 1], [""24%"", 536, 36, 156], [""L234K07---83 15:37"", 546, 54, 272], [""4.7g31%"", 574, 50, 0], [""3.8g"", 610, 33, 1], [""7%"", 604, 32, 177], [""(%)2.000kcal"", 642, 35, 3], [""량에 따라 다를 수 있습니다."", 666, 39, 0], [""·소비기한(일-월-년 순 까지)"", 722, 47, 273], [""·냉장보관을 하지 마시고,"", 766, 44, 273], [""건조하고 서늘한 곳에 보관"", 800, 42, 288], [""80005"", 818, 41, 24]]"
000857,2025,01,28,2025-01-28,s1,"ACETO BALSAMICO | DIMODENAIG | Certificato da Organismo | 식품위생법에 의한 한글표시 | ·제품명:모데나발사믹식초 | 14 | Giuseppe Cremonini VFoschie | Modena, tly)·유동기한:제품 뒷면하단 별도 | （）250m | ：6%75.99% | （100%）23%（100%） | 1%0.01% | 무수아황산함유 | ·원산지:이탈리아 | ·용기재질:유리 | ·뚜껑내부:폴리에틸렌 | ·뚜껑외부:알미늄반품교환장소:구입처 및 판매처 | 초산균이 자연적으로 명어리져생긴 마더오브비니거로 | 걸러내서서섭취하시면 됩니다.본제품은 소비자 피해 | 보상규정에 의거 교환 및 보상을 받을 수 있습니다. | 본 제품은 이태리에서 포장까지 마친 원제품으로 | 2025/01/28 | 산도:6% 유리 | 250ml | 8007150901968","[[""ACETO BALSAMICO"", 21, 22, 267], [""DIMODENAIG"", 40, 22, 273], [""Certificato da Organismo"", 60, 25, 265], [""식품위생법에 의한 한글표시"", 96, 23, 259], [""·제품명:모데나발사믹식초"", 115, 26, 233], [""14"", 154, 20, 235], [""Giuseppe Cremonini VFoschie"", 172, 22, 234], [""Modena, tly)·유동기한:제품 뒷면하단 별도"", 189, 28, 232], [""（）250m"", 208, 23, 235], [""：6%75.99%"", 225, 28, 234], [""（100%）23%（100%）"", 244, 25, 236], [""1%0.01%"", 262, 25, 234], [""무수아황산함유"", 307, 34, 238], [""·원산지:이탈리아"", 344, 20, 238], [""·용기재질:유리"", 362, 21, 239], [""·뚜껑내부:폴리에틸렌"", 380, 22, 238], [""·뚜껑외부:알미늄반품교환장소:구입처 및 판매처"", 397, 22, 238], [""초산균이 자연적으로 명어리져생긴 마더오브비니거로"", 448, 24, 239], [""걸러내서서섭취하시면 됩니다.본제품은 소비자 피해"", 482, 25, 239], [""보상규정에 의거 교환 및 보상을 받을 수 있습니다."", 500, 21, 240], [""본 제품은 이태리에서 포장까지 마친 원제품으로"", 535, 22, 239], [""2025/01/28"", 635, 20, 273], [""산도:6%"", 704, 27, 255], [""유리"", 704, 26, 385], [""250ml"", 741, 44, 251], [""8007150901968"", 831, 24, 262]]"
000858,2021,10,NONE,2021-10-NONE,clahe,2 9 | 2021/10 | R01 88 | 0 7:00,"[[""9"", 179, 132, 430], [""2"", 193, 16, 337], [""2021/10"", 582, 21, 276], [""R01"", 596, 16, 310], [""88"", 594, 17, 367], [""0"", 608, 11, 328], [""7:00"", 607, 19, 343]]"
000859,NONE,NONE,NONE,NONE,fail,20한 20한 지 1298 | 통2:) 1398 | ERS1 | PZ | 0 | 2 ORS 3 0 | 6 7 3 | 0 0,"[[""1298"", 156, 59, 339], [""지"", 152, 69, 336], [""ERS1"", 402, 49, 258], [""통2:)"", 282, 39, 119], [""PZ"", 486, 57, 264], [""20한"", 158, 42, 343], [""20한"", 158, 42, 343], [""1398"", 308, 123, 680], [""ORS"", 809, 94, 538], [""0"", 788, 19, 547], [""2"", 802, 11, 539], [""3"", 820, 21, 685], [""0"", 825, 24, 715], [""6"", 836, 16, 600], [""3"", 835, 20, 680], [""7"", 842, 11, 641], [""0"", 854, 21, 687], [""0"", 861, 16, 722]]"
000860,2022,07,23,2022-07-23,s2,sgararang Bupo | Hnmase -COI | Ea Aose It.Jar.B.ane | hestour dam and sunigts Store in aoyour-fe pao/Corsener daes unendrt tetr de la chalaur | cantains lard andits dervaves /Aucun de nos poduits ne cantient pes ar saindour ou dadifs/ | 0227472840-01001641646-01005400549 | Tavsiye edlan tiketim tanhi(TEt)ve partinumarasi ambalajn izenindedir. | e.Tuciye Best before date see on the package | isletmeKayitNo:TR-41-K-001282 Parti Sen No Batch No | Cesit No/ Sote-Nr Ner Agritk /Netto Gewicht Product Date / Best Before Uretim Tarihi/TETT | 0g Ref No/ Kind No HOMDD H BAB Soort nummer Pards Net Ner Weighr tayas | babgmbos No/ Namero de Articulo Temo / Netto gewicht | (03 VRSTA BR Nr Speciment ulgo fembs / Peso Neto GIDA SAN Ve TIC.AS | 29 AOIB NETO TEZINA.Grcutaten Od/Yyroboe/Prolivodac LOT:233 | 9 Kadapd Bapos  Cobze Organlze Sanay. han Dede Cd 0 ak No2 BEST BEFORE | Oebz8 /KOcaall/TURKEY 23.07.2022 | TO52620466713(POX) | FaX-0.2626410680-90 | kg www.layas. com tr | 690997 156297 2000)70.550z | BOXNO:B056291 | numh.nnboaaahawysiby,"[[""isletmeKayitNo:TR-41-K-001282"", 184, 25, 113], [""Parti Sen No Batch No"", 192, 23, 425], [""kg"", 308, 24, 214], [""2000)70.550z"", 342, 29, 173], [""sgararang Bupo"", 8, 11, 542], [""Hnmase"", 40, 11, 388], [""Ea Aose It.Jar.B.ane"", 62, 19, 424], [""-COI"", 52, 19, 463], [""hestour dam and sunigts Store in aoyour-fe pao/Corsener daes unendrt tetr de la chalaur"", 109, 26, 55], [""cantains lard andits dervaves /Aucun de nos poduits ne cantient pes ar saindour ou dadifs/"", 130, 25, 0], [""e.Tuciye"", 162, 17, 0], [""Tavsiye edlan tiketim tanhi(TEt)ve partinumarasi ambalajn izenindedir."", 158, 24, 60], [""Best before date see on the package"", 167, 21, 58], [""0227472840-01001641646-01005400549"", 157, 20, 393], [""Cesit No/ Sote-Nr"", 200, 18, 63], [""0g"", 209, 14, 0], [""Ref No/ Kind No"", 209, 18, 63], [""Ner Agritk /Netto Gewicht"", 208, 18, 168], [""Product Date / Best Before"", 216, 24, 408], [""Uretim Tarihi/TETT"", 205, 19, 436], [""babgmbos No/ Namero de Articulo"", 227, 22, 21], [""HOMDD H BAB Soort nummer"", 218, 22, 27], [""Pards Net Ner Weighr"", 218, 17, 175], [""Temo / Netto gewicht"", 230, 19, 176], [""tayas"", 224, 17, 313], [""(03"", 237, 10, 2], [""VRSTA BR Nr Speciment"", 236, 19, 38], [""ulgo fembs / Peso Neto"", 240, 21, 152], [""29"", 250, 14, 0], [""AOIB"", 244, 9, 51], [""NETO TEZINA.Grcutaten"", 252, 22, 164], [""GIDA SAN Ve TIC.AS"", 246, 22, 287], [""Kadapd Bapos "", 263, 19, 161], [""Cobze Organlze Sanay."", 267, 21, 285], [""Od/Yyroboe/Prolivodac"", 257, 18, 287], [""9"", 266, 9, 2], [""LOT:233"", 261, 18, 447], [""han Dede Cd 0 ak No2"", 276, 17, 286], [""Oebz8 /KOcaall/TURKEY"", 283, 21, 285], [""BEST BEFORE"", 274, 19, 447], [""TO52620466713(POX)"", 291, 20, 284], [""23.07.2022"", 286, 19, 448], [""FaX-0.2626410680-90"", 300, 17, 285], [""www.layas. com tr"", 308, 16, 293], [""690997"", 324, 16, 26], [""BOXNO:B056291"", 338, 20, 31], [""156297"", 326, 13, 89], [""numh.nnboaaahawysiby"", 391, 40, 5]]"
